Invoice number,Customer id,Service id,Agent id,Billing date,Payment status,Transaction type,Mode of payment,Plan name,Plan category,Plan Charge,Tax amount,Actual amount,Billed amount,Paid amount,Balance amount,Plan start date,Plan end date,Zone area,Data buyed,Data used,Billing cycle,No of valid days,Leakage,Anomaly type,Type
INV15925,CUST8774,SERV126,AGENT93,2024-09-11,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-09-11,2024-12-10,East,10,9.25030443175297,90,90,No,No Anomaly,No Anomaly
INV15926,CUST5974,SERV548,AGENT17,2024-03-08,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-03-08,2024-04-07,South,200,189.9638513225807,30,30,No,No Anomaly,No Anomaly
INV15927,CUST5357,SERV899,AGENT97,2023-05-03,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,658.0440376988356,658.0440376988356,0.0,2023-05-03,2023-06-02,East,200,,30,30,Yes,Missing charges,Missing charges
INV15928,CUST8296,SERV910,AGENT50,2024-12-22,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-12-22,2025-01-21,West,50,54.43143477883578,30,30,Yes,Extra data usage,Extra data usage
INV15929,CUST7294,SERV129,AGENT36,2023-05-25,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-05-25,2023-08-23,South,50,11.436067480753048,90,90,No,No Anomaly,No Anomaly
INV10413,CUST2469,SERV905,AGENT68,2024-09-15,Failed,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-09-15,2024-11-14,South,200,,60,60,Yes,Duplicate entries,Duplicate entries
INV15931,CUST4179,SERV753,AGENT48,2024-05-23,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,220.74422225440983,15.255777745590166,2024-05-23,2024-08-21,South,50,,90,90,Yes,Under payment,Under payment
INV15932,CUST2636,SERV591,AGENT22,2024-09-23,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,495.09485833025116,-23.094858330251157,2024-09-23,2024-10-23,East,20,,30,30,Yes,Excess payment,Excess payment
INV15933,CUST7631,SERV483,AGENT33,2023-03-03,Paid,Refund,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-03-03,2023-05-02,West,200,56.284195812830326,60,60,No,No Anomaly,No Anomaly
INV15934,CUST4794,SERV922,AGENT46,2022-03-20,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-03-20,2022-05-19,North,100,13.565933768645944,60,60,No,No Anomaly,No Anomaly
INV18116,CUST3961,SERV762,AGENT18,2024-05-27,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-05-27,2024-06-26,West,50,,30,30,Yes,Duplicate entries,Duplicate entries
INV15936,CUST8403,SERV217,AGENT89,2024-05-30,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,964.8864170427522,-20.886417042752214,2024-05-30,2024-06-29,West,10,,30,30,Yes,Excess payment,Excess payment
INV15937,CUST8095,SERV498,AGENT83,2023-12-29,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-29,2024-03-28,East,10,7.362372637761636,90,90,No,No Anomaly,No Anomaly
INV15938,CUST2480,SERV664,AGENT48,2022-12-24,Failed,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-12-24,2023-01-23,West,10,9.12993277247191,30,30,No,No Anomaly,No Anomaly
INV15939,CUST3494,SERV672,AGENT63,2024-08-18,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-08-18,2024-10-17,East,100,51.85097465842497,60,60,No,No Anomaly,No Anomaly
INV15940,CUST3368,SERV701,AGENT32,2024-03-30,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-03-30,2024-04-29,North,50,43.45737142250066,30,30,No,No Anomaly,No Anomaly
INV15941,CUST7439,SERV649,AGENT68,2022-06-20,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,458.16820693190647,13.831793068093532,2022-06-20,2022-07-20,East,10,,30,30,Yes,Under payment,Under payment
INV15942,CUST8447,SERV918,AGENT35,2023-01-21,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-01-21,2023-02-20,West,50,56.32980116520916,30,30,Yes,Extra data usage,Extra data usage
INV15943,CUST5187,SERV961,AGENT92,2023-08-26,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-08-26,2023-11-24,North,100,1.2820443074244126,90,90,No,No Anomaly,No Anomaly
INV13028,CUST2939,SERV561,AGENT88,2022-07-19,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-07-19,2022-08-18,East,20,,30,30,Yes,Duplicate entries,Duplicate entries
INV15945,CUST7665,SERV724,AGENT87,2023-04-09,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-09,2023-05-09,West,20,0.4399023778498812,30,30,No,No Anomaly,No Anomaly
INV15946,CUST3252,SERV729,AGENT90,2023-07-10,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-07-10,2023-10-08,West,10,1.3184827987960401,90,90,No,No Anomaly,No Anomaly
INV15947,CUST5202,SERV621,AGENT79,2023-07-29,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,215.562074660672,215.562074660672,0.0,2023-07-29,2023-09-27,North,200,,60,60,Yes,Missing charges,Missing charges
INV15948,CUST7896,SERV142,AGENT47,2022-03-28,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-03-28,2022-04-27,East,10,9.838705140227367,30,30,No,No Anomaly,No Anomaly
INV15949,CUST8246,SERV566,AGENT34,2023-08-28,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-08-28,2023-10-27,West,50,,60,61,Yes,Usage mismatch,Usage mismatch
INV15950,CUST7970,SERV895,AGENT79,2024-11-29,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-11-29,2024-12-29,South,100,105.31419133900793,30,30,Yes,Extra data usage,Extra data usage
INV15951,CUST1765,SERV274,AGENT24,2022-10-08,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-10-08,2022-11-07,North,20,,30,35,Yes,Usage mismatch,Usage mismatch
INV15952,CUST2632,SERV436,AGENT29,2023-04-27,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-04-27,2023-07-26,West,10,12.840246034915602,90,90,Yes,Extra data usage,Extra data usage
INV19950,CUST1297,SERV945,AGENT97,2024-01-24,Failed,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-01-24,2024-04-23,North,200,,90,90,Yes,Duplicate entries,Duplicate entries
INV15954,CUST9445,SERV643,AGENT74,2023-11-25,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-11-25,2024-02-23,East,10,9.247339093773181,90,90,No,No Anomaly,No Anomaly
INV15955,CUST4533,SERV734,AGENT25,2024-10-11,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-10-11,2025-01-09,East,10,7.315960574203158,90,90,No,No Anomaly,No Anomaly
INV15956,CUST4328,SERV691,AGENT42,2024-08-14,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-08-14,2024-11-12,West,20,10.176861524092693,90,90,No,No Anomaly,No Anomaly
INV15957,CUST9558,SERV132,AGENT34,2024-09-29,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,454.29437223712745,17.705627762872552,2024-09-29,2024-10-29,East,20,,30,30,Yes,Under payment,Under payment
INV15958,CUST9496,SERV204,AGENT56,2024-03-29,Paid,Refund,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-03-29,2024-04-28,North,10,11.243790649010288,30,30,Yes,Extra data usage,Extra data usage
INV15959,CUST1165,SERV434,AGENT58,2022-07-03,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-07-03,2022-08-02,East,50,26.540642997833547,30,30,No,No Anomaly,No Anomaly
INV15960,CUST5141,SERV946,AGENT21,2024-10-07,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,914.0476342615855,0.0,914.0476342615855,2024-10-07,2025-01-05,West,200,,90,90,Yes,Missing charges,Missing charges
INV15961,CUST1682,SERV192,AGENT48,2022-07-16,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-07-16,2022-09-14,West,50,7.6432736737051865,60,60,No,No Anomaly,No Anomaly
INV15962,CUST8575,SERV583,AGENT71,2022-12-19,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-12-19,2023-02-17,North,50,17.62377128921191,60,60,No,No Anomaly,No Anomaly
INV15854,CUST3660,SERV982,AGENT42,2024-10-07,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-10-07,2024-12-06,West,50,,60,60,Yes,Duplicate entries,Duplicate entries
INV15964,CUST4970,SERV777,AGENT32,2022-12-03,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,264.5753245342994,-28.575324534299398,2022-12-03,2023-03-03,North,10,,90,90,Yes,Excess payment,Excess payment
INV15965,CUST5917,SERV701,AGENT73,2023-10-10,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,271.9074718637397,-35.907471863739715,2023-10-10,2023-11-09,West,100,,30,30,Yes,Excess payment,Excess payment
INV15966,CUST4249,SERV425,AGENT82,2022-06-07,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-06-07,2022-07-07,North,100,90.44988791797651,30,30,No,No Anomaly,No Anomaly
INV15967,CUST6587,SERV220,AGENT15,2024-05-20,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-05-20,2024-07-19,West,100,27.188810380479588,60,60,No,No Anomaly,No Anomaly
INV15968,CUST2770,SERV719,AGENT34,2022-07-21,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-07-21,2022-09-19,West,100,5.408089090810053,60,60,No,No Anomaly,No Anomaly
INV15969,CUST9359,SERV494,AGENT24,2022-09-19,Failed,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-09-19,2022-12-18,North,20,4.023574476830523,90,90,No,No Anomaly,No Anomaly
INV15970,CUST7764,SERV909,AGENT12,2023-02-16,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-16,2023-05-17,North,50,9.317518628268939,90,90,No,No Anomaly,No Anomaly
INV15971,CUST2729,SERV113,AGENT41,2024-12-28,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,667.6942583119184,40.30574168808164,2024-12-28,2025-03-28,East,10,,90,90,Yes,Under payment,Under payment
INV15972,CUST6110,SERV427,AGENT93,2023-06-24,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-06-24,2023-08-23,East,10,6.172106539906005,60,60,No,No Anomaly,No Anomaly
INV15973,CUST5353,SERV928,AGENT97,2024-07-17,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-07-17,2024-08-16,West,20,9.024427115993799,30,30,No,No Anomaly,No Anomaly
INV15974,CUST6350,SERV520,AGENT49,2024-08-21,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-08-21,2024-09-20,East,200,203.45214754064173,30,30,Yes,Extra data usage,Extra data usage
INV15975,CUST4226,SERV427,AGENT57,2023-02-09,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,927.0244672719015,16.97553272809853,2023-02-09,2023-03-11,East,20,,30,30,Yes,Under payment,Under payment
INV15976,CUST2833,SERV359,AGENT23,2024-10-22,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-10-22,2024-11-21,West,10,4.650317350943746,30,30,No,No Anomaly,No Anomaly
INV15977,CUST9719,SERV752,AGENT10,2023-11-20,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,912.3498529123377,912.3498529123377,0.0,2023-11-20,2024-02-18,South,100,,90,90,Yes,Missing charges,Missing charges
INV15978,CUST2679,SERV483,AGENT35,2023-01-20,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-01-20,2023-03-21,East,20,19.51340431740228,60,60,No,No Anomaly,No Anomaly
INV15979,CUST4981,SERV416,AGENT47,2022-09-19,Failed,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-09-19,2022-12-18,North,50,30.529224954683876,90,90,No,No Anomaly,No Anomaly
INV15980,CUST5175,SERV673,AGENT50,2023-08-29,Failed,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-08-29,2023-10-28,West,20,4.6076833264033645,60,60,No,No Anomaly,No Anomaly
INV15981,CUST4689,SERV894,AGENT52,2022-03-10,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-03-10,2022-06-08,North,10,7.08327776531683,90,90,No,No Anomaly,No Anomaly
INV15982,CUST7162,SERV487,AGENT36,2024-10-09,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-10-09,2024-12-08,West,50,18.300662044177194,60,60,No,No Anomaly,No Anomaly
INV15983,CUST8593,SERV557,AGENT77,2022-02-21,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-02-21,2022-03-23,East,20,0.8885342687859676,30,30,No,No Anomaly,No Anomaly
INV15984,CUST1408,SERV241,AGENT41,2023-10-21,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-10-21,2024-01-19,North,20,11.839860622826313,90,90,No,No Anomaly,No Anomaly
INV15985,CUST2074,SERV531,AGENT53,2022-08-03,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-08-03,2022-11-01,North,20,14.37286060448443,90,90,No,No Anomaly,No Anomaly
INV15986,CUST6485,SERV726,AGENT69,2024-05-14,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-05-14,2024-07-13,East,10,6.169877181485636,60,60,No,No Anomaly,No Anomaly
INV15987,CUST3590,SERV963,AGENT92,2024-09-18,Failed,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-09-18,2024-10-18,East,10,,30,34,Yes,Usage mismatch,Usage mismatch
INV15988,CUST1572,SERV323,AGENT75,2022-08-03,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-08-03,2022-11-01,West,50,29.360606246176996,90,90,No,No Anomaly,No Anomaly
INV15989,CUST8066,SERV371,AGENT39,2024-03-20,Pending,Refund,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-03-20,2024-05-19,South,10,,60,63,Yes,Usage mismatch,Usage mismatch
INV15990,CUST3581,SERV715,AGENT95,2022-08-07,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-08-07,2022-09-06,East,100,26.547950812372733,30,30,No,No Anomaly,No Anomaly
INV15991,CUST9464,SERV454,AGENT48,2023-11-29,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-29,2024-01-28,North,10,5.1884307399197205,60,60,No,No Anomaly,No Anomaly
INV15992,CUST4287,SERV107,AGENT60,2023-02-04,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,664.6105736818209,43.38942631817906,2023-02-04,2023-04-05,North,10,,60,60,Yes,Under payment,Under payment
INV15993,CUST5043,SERV740,AGENT34,2023-11-19,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,902.158740945219,41.84125905478095,2023-11-19,2024-02-17,West,200,,90,90,Yes,Under payment,Under payment
INV15994,CUST1628,SERV519,AGENT58,2022-06-17,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-06-17,2022-07-17,East,200,36.920545725673804,30,30,No,No Anomaly,No Anomaly
INV15995,CUST1894,SERV225,AGENT90,2022-02-10,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-02-10,2022-04-11,East,200,94.02801658609627,60,60,No,No Anomaly,No Anomaly
INV15996,CUST3739,SERV300,AGENT71,2022-03-31,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-03-31,2022-05-30,North,50,49.39379994002181,60,60,No,No Anomaly,No Anomaly
INV15997,CUST9922,SERV136,AGENT77,2023-03-27,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-03-27,2023-05-26,South,100,70.98937389679068,60,60,No,No Anomaly,No Anomaly
INV15998,CUST5084,SERV152,AGENT81,2024-09-14,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-09-14,2024-10-14,North,10,3.8995336912345016,30,30,No,No Anomaly,No Anomaly
INV15999,CUST9125,SERV599,AGENT15,2023-05-21,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-05-21,2023-07-20,North,20,3.0865583414924425,60,60,No,No Anomaly,No Anomaly
INV16000,CUST3920,SERV364,AGENT77,2024-03-07,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-03-07,2024-05-06,East,200,13.637407611060004,60,60,No,No Anomaly,No Anomaly
INV10035,CUST2133,SERV214,AGENT56,2022-03-17,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-03-17,2022-06-15,East,50,,90,90,Yes,Duplicate entries,Duplicate entries
INV16002,CUST7540,SERV710,AGENT79,2023-06-25,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,264.9596225555435,-28.95962255554349,2023-06-25,2023-07-25,West,100,,30,30,Yes,Excess payment,Excess payment
INV16003,CUST9695,SERV574,AGENT33,2023-07-03,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-07-03,2023-08-02,North,20,17.188600677806573,30,30,No,No Anomaly,No Anomaly
INV16004,CUST7885,SERV588,AGENT53,2023-01-01,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-01-01,2023-01-31,South,200,48.24746481345941,30,30,No,No Anomaly,No Anomaly
INV16005,CUST6979,SERV512,AGENT76,2023-07-18,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-07-18,2023-10-16,North,10,8.740734118478638,90,90,No,No Anomaly,No Anomaly
INV16006,CUST9145,SERV424,AGENT32,2023-04-06,Pending,Refund,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,901.7861671771167,42.21383282288332,2023-04-06,2023-07-05,West,10,,90,90,Yes,Under payment,Under payment
INV16007,CUST2498,SERV374,AGENT10,2023-04-20,Failed,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-04-20,2023-07-19,East,50,15.75316922678044,90,90,No,No Anomaly,No Anomaly
INV16008,CUST6561,SERV446,AGENT94,2022-08-17,Failed,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-08-17,2022-09-16,West,10,7.032477308386916,30,30,No,No Anomaly,No Anomaly
INV16009,CUST5385,SERV553,AGENT76,2023-12-14,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-12-14,2024-03-13,East,20,14.177022426767987,90,90,No,No Anomaly,No Anomaly
INV16010,CUST1575,SERV728,AGENT81,2022-02-01,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-02-01,2022-03-03,East,10,3.3952832656282705,30,30,No,No Anomaly,No Anomaly
INV18325,CUST2720,SERV746,AGENT25,2023-08-26,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-08-26,2023-11-24,South,200,,90,90,Yes,Duplicate entries,Duplicate entries
INV16012,CUST8916,SERV489,AGENT26,2022-04-22,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-04-22,2022-05-22,West,10,0.23100656017997379,30,30,No,No Anomaly,No Anomaly
INV16013,CUST5027,SERV480,AGENT68,2024-03-04,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-03-04,2024-05-03,East,100,32.31561820903348,60,60,No,No Anomaly,No Anomaly
INV16014,CUST6074,SERV746,AGENT98,2024-06-02,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-06-02,2024-08-31,West,100,13.479323278801314,90,90,No,No Anomaly,No Anomaly
INV16015,CUST9797,SERV269,AGENT36,2022-10-07,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-10-07,2023-01-05,East,10,2.712240462317539,90,90,No,No Anomaly,No Anomaly
INV16016,CUST4166,SERV489,AGENT22,2023-11-02,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-02,2024-01-31,East,100,36.561538705642505,90,90,No,No Anomaly,No Anomaly
INV16017,CUST1850,SERV994,AGENT92,2023-03-25,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,225.0951826115037,10.904817388496298,2023-03-25,2023-06-23,South,100,,90,90,Yes,Under payment,Under payment
INV16018,CUST8774,SERV459,AGENT59,2022-03-15,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-03-15,2022-06-13,South,100,57.290750373724705,90,90,No,No Anomaly,No Anomaly
INV16019,CUST6566,SERV898,AGENT36,2022-08-17,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,486.2852814380074,-14.285281438007416,2022-08-17,2022-11-15,North,50,,90,90,Yes,Excess payment,Excess payment
INV10749,CUST9411,SERV630,AGENT84,2024-04-06,Failed,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-04-06,2024-06-05,East,100,,60,60,Yes,Duplicate entries,Duplicate entries
INV16021,CUST2389,SERV672,AGENT14,2022-03-07,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-03-07,2022-05-06,South,100,71.94834690582186,60,60,No,No Anomaly,No Anomaly
INV16022,CUST3772,SERV981,AGENT63,2023-12-30,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-12-30,2024-01-29,East,10,0.1034209401100572,30,30,No,No Anomaly,No Anomaly
INV16023,CUST3894,SERV120,AGENT35,2023-09-19,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,899.1531233397193,44.846876660280714,2023-09-19,2023-12-18,East,50,,90,90,Yes,Under payment,Under payment
INV16024,CUST1371,SERV997,AGENT50,2024-12-20,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-12-20,2025-01-19,East,200,,30,32,Yes,Usage mismatch,Usage mismatch
INV16025,CUST7236,SERV788,AGENT88,2022-11-05,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-11-05,2023-01-04,South,100,14.13018620379356,60,60,No,No Anomaly,No Anomaly
INV16026,CUST8123,SERV347,AGENT48,2024-12-12,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,915.4052187758567,915.4052187758567,0.0,2024-12-12,2025-02-10,North,10,,60,60,Yes,Missing charges,Missing charges
INV11783,CUST6311,SERV870,AGENT70,2022-11-04,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-11-04,2022-12-04,East,20,,30,30,Yes,Duplicate entries,Duplicate entries
INV16028,CUST9032,SERV322,AGENT14,2024-06-11,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-06-11,2024-08-10,North,10,,60,61,Yes,Usage mismatch,Usage mismatch
INV16029,CUST9836,SERV154,AGENT35,2022-10-22,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-10-22,2023-01-20,South,20,10.126884433218844,90,90,No,No Anomaly,No Anomaly
INV16030,CUST8417,SERV399,AGENT23,2023-11-07,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-07,2023-12-07,North,200,169.44996313465674,30,30,No,No Anomaly,No Anomaly
INV16031,CUST8521,SERV976,AGENT20,2022-09-05,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,518.853186968364,-46.85318696836396,2022-09-05,2022-11-04,West,20,,60,60,Yes,Excess payment,Excess payment
INV16032,CUST2973,SERV754,AGENT85,2024-08-30,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,435.05202478483756,36.947975215162444,2024-08-30,2024-09-29,South,200,,30,30,Yes,Under payment,Under payment
INV16033,CUST7201,SERV734,AGENT39,2023-04-28,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-28,2023-05-28,West,50,18.263332184367542,30,30,No,No Anomaly,No Anomaly
INV16034,CUST5950,SERV604,AGENT22,2022-02-22,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-02-22,2022-03-24,South,50,15.849711800478838,30,30,No,No Anomaly,No Anomaly
INV16035,CUST8422,SERV238,AGENT38,2022-05-05,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-05-05,2022-07-04,South,10,3.050850747701878,60,60,No,No Anomaly,No Anomaly
INV16036,CUST5378,SERV605,AGENT50,2024-07-25,Pending,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,441.07731646179775,30.92268353820225,2024-07-25,2024-08-24,North,10,,30,30,Yes,Under payment,Under payment
INV16037,CUST7117,SERV116,AGENT16,2024-07-02,Paid,Refund,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-07-02,2024-09-30,West,100,11.32171972675099,90,90,No,No Anomaly,No Anomaly
INV16038,CUST6745,SERV213,AGENT64,2024-12-17,Paid,Refund,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-12-17,2025-01-16,West,100,31.527659944500375,30,30,No,No Anomaly,No Anomaly
INV16039,CUST6176,SERV554,AGENT62,2023-05-11,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-05-11,2023-08-09,East,10,7.2405139092869835,90,90,No,No Anomaly,No Anomaly
